 PF10417	PF10417
 PF03150	PF00034
 PF04103	PF04103
 PF04103	PF07686
 PF01130	PF01130
 PF01130	PF03011
 PF01130	PF00073
 PF01130	PF07686
 PF04549	PF08204
 PF06153	PF06153
 PF16853	PF16853
 PF18691	PF18691
 PF18233	PF18233
 PF18233	PF02765
 PF18233	PF12659
 PF09507	PF04042
 PF08565	PF03234
 PF08565	PF02518
 PF08565	PF00183
 PF08565	PF00069
 PF03234	PF00183
 PF03234	PF00069
 PF02724	PF02724
 PF02724	PF12341
 PF02724	PF17855
 PF02724	PF14551
 PF02724	PF17207
 PF02724	PF05916
 PF02933	PF02933
 PF02933	PF02359
 PF02933	PF06936
 PF02933	PF00789
 PF02933	PF11543
 PF02359	PF02359
 PF02359	PF06936
 PF02359	PF14938
 PF02359	PF00789
 PF02359	PF11543
 PF16856	PF16856
 PF03381	PF03381
 PF03381	PF00122
 PF03381	PF16212
 PF03381	PF16209
 PF09079	PF09079
 PF09079	PF04084
 PF09079	PF14629
 PF05179	PF05179
 PF16050	PF16050
 PF16050	PF03985
 PF16050	PF13432
 PF18484	PF18484
 PF02611	PF02611
 PF16010	PF16010
 PF16010	PF05199
 PF16010	PF00732
 PF18196	PF00249
 PF03598	PF03598
 PF03598	PF03063
 PF03599	PF03599
 PF03599	PF04060
 PF03599	PF00809
 PF03599	PF14574
 PF03599	PF17651
 PF02234	PF00134
 PF02234	PF00069
 PF18451	PF18451
 PF18664	PF18664
 PF18593	PF18593
 PF18593	PF18431
 PF18616	PF15605
 PF18228	PF15526
 PF09806	PF09806
 PF03261	PF00069
 PF05706	PF05706
 PF05706	PF00069
 PF05995	PF05995
 PF01066	PF01066
 PF01066	PF12804
 PF16715	PF16715
 PF08839	PF07412
 PF16679	PF00493
 PF16679	PF18263
 PF16679	PF17855
 PF16679	PF17207
 PF03498	PF03498
 PF03498	PF03372
 PF17996	PF13472
 PF09209	PF09209
 PF09209	PF00440
 PF02927	PF02927
 PF02927	PF00759
 PF03500	PF03500
 PF00150	PF00150
 PF00150	PF02156
 PF00150	PF18564
 PF12876	PF12876
 PF03552	PF03552
 PF03552	PF00535
 PF18659	PF18659
 PF09026	PF09026
 PF11699	PF11699
 PF15620	PF15511
 PF15620	PF00125
 PF15620	PF16211
 PF05837	PF07778
 PF05837	PF11802
 PF07778	PF07778
 PF07778	PF11802
 PF11111	PF11111
 PF05238	PF05238
 PF05238	PF09496
 PF05238	PF15511
 PF05238	PF00125
 PF09496	PF09496
 PF15630	PF15630
 PF15630	PF15511
 PF15630	PF15510
 PF15630	PF09415
 PF15630	PF16783
 PF15511	PF15511
 PF15511	PF15510
 PF15511	PF08123
 PF15511	PF08214
 PF15511	PF00271
 PF15511	PF00125
 PF15511	PF16211
 PF15511	PF12619
 PF15511	PF08512
 PF15511	PF10384
 PF15511	PF00856
 PF15511	PF00176
 PF15511	PF08243
 PF15510	PF09415
 PF09415	PF09415
 PF09415	PF16783
 PF15622	PF05859
 PF15622	PF08641
 PF16846	PF16846
 PF16846	PF03931
 PF16846	PF00172
 PF06657	PF06657
 PF05875	PF07361
 PF04734	PF04734
 PF04734	PF17048
 PF17048	PF17048
 PF07249	PF07249
 PF05932	PF05932
 PF05932	PF02599
 PF05932	PF07201
 PF05932	PF09119
 PF05932	PF18286
 PF05932	PF09020
 PF05932	PF09013
 PF05264	PF05264
 PF05730	PF05730
 PF11526	PF06807
 PF11526	PF16575
 PF08617	PF08617
 PF08617	PF06293
 PF08617	PF01163
 PF00307	PF12130
 PF00307	PF00307
 PF00307	PF13499
 PF00307	PF08726
 PF00307	PF00630
 PF00307	PF00041
 PF00307	PF07714
 PF00307	PF00435
 PF00307	PF16845
 PF00307	PF00091
 PF00307	PF03953
 PF04752	PF04752
 PF05235	PF05235
 PF02431	PF02431
 PF16035	PF16035
 PF18232	PF18232
 PF02797	PF02797
 PF02797	PF00195
 PF00195	PF00195
 PF03502	PF03502
 PF05257	PF05257
 PF05257	PF03738
 PF05257	PF08460
 PF07824	PF07824
 PF13144	PF13144
 PF09295	PF09295
 PF09295	PF16892
 PF09295	PF16893
 PF03924	PF03924
 PF03173	PF03174
 PF03173	PF00728
 PF03174	PF00728
 PF03174	PF02838
 PF06747	PF16860
 PF06747	PF06212
 PF06747	PF15879
 PF06747	PF00146
 PF06747	PF00411
 PF06747	PF00177
 PF01339	PF00072
 PF04509	PF04509
 PF01739	PF01739
 PF01739	PF03705
 PF01739	PF07238
 PF03705	PF03705
 PF03705	PF07238
 PF01584	PF01584
 PF01584	PF02895
 PF01584	PF02518
 PF01584	PF00015
 PF13690	PF13690
 PF13690	PF00072
 PF09078	PF00072
 PF04344	PF00072
 PF06483	PF00704
 PF18391	PF18391
 PF18391	PF04564
 PF08329	PF08329
 PF08329	PF00704
 PF00187	PF00187
 PF18683	PF00704
 PF05475	PF05475
 PF13541	PF13541
 PF00504	PF00504
 PF00504	PF00124
 PF00504	PF00223
 PF00504	PF02605
 PF00504	PF07465
 PF00504	PF05479
 PF00504	PF00737
 PF00504	PF00421
 PF00504	PF02507
 PF00504	PF03244
 PF00504	PF01701
 PF00504	PF01241
 PF06778	PF06778
 PF02962	PF02962
 PF02962	PF01923
 PF01473	PF01473
 PF01473	PF19085
 PF01473	PF19127
 PF01473	PF07686
 PF19085	PF19085
 PF19127	PF19127
 PF19127	PF01183
 PF19127	PF02324
 PF19127	PF00753
 PF19127	PF07686
 PF01633	PF01633
 PF04428	PF02540
 PF12411	PF12411
 PF12411	PF00884
 PF09129	PF09129
 PF09129	PF01565
 PF14592	PF14592
 PF04968	PF04969
 PF04968	PF02518
 PF04968	PF00183
 PF05966	PF05966
 PF05966	PF07686
 PF06138	PF06138
 PF06138	PF00271
 PF06138	PF08469
 PF06138	PF03294
 PF06138	PF00176
 PF05864	PF03294
 PF05864	PF03396
 PF05864	PF00562
 PF12624	PF12624
 PF12624	PF16908
 PF00425	PF00425
 PF00425	PF00117
 PF01264	PF01264
 PF04345	PF04345
 PF10216	PF02469
 PF10216	PF00361
 PF10216	PF00662
 PF00385	PF00385
 PF00385	PF00145
 PF00385	PF00628
 PF00385	PF00176
 PF01393	PF01393
 PF01393	PF03735
 PF16892	PF09295
 PF16892	PF16892
 PF06228	PF06228
 PF13585	PF00082
 PF09649	PF00125
 PF07347	PF00329
 PF07347	PF00346
 PF07347	PF04716
 PF07347	PF06212
 PF07347	PF10588
 PF07347	PF10589
 PF07347	PF05071
 PF04818	PF04818
 PF02017	PF02017
 PF18562	PF03011
 PF16766	PF10163
 PF16374	PF16374
 PF16374	PF00240
 PF00878	PF00878
 PF00878	PF00040
 PF00878	PF00049
 PF02464	PF02464
 PF02464	PF18146
 PF02464	PF00994
 PF18146	PF00994
 PF15800	PF15800
 PF02443	PF02443
 PF02443	PF07686
 PF06022	PF06022
 PF10197	PF04502
 PF10197	PF10596
 PF19266	PF19266
 PF19266	PF04965
 PF19266	PF06841
 PF04487	PF08778
 PF04487	PF02135
 PF04223	PF04223
 PF01874	PF01874
 PF03600	PF03600
 PF03600	PF00939
 PF16114	PF00285
 PF16114	PF02629
 PF16114	PF00549
 PF00285	PF00285
 PF00285	PF02629
 PF00285	PF00549
 PF01111	PF01111
 PF01111	PF00069
 PF01214	PF01214
 PF01214	PF00069
 PF03805	PF03805
 PF12348	PF12348
 PF00637	PF00637
 PF00637	PF01086
 PF09268	PF13838
 PF09268	PF01394
 PF01394	PF01394
 PF01217	PF01217
 PF01217	PF00469
 PF13903	PF00520
 PF07675	PF07675
 PF03505	PF03505
 PF03505	PF17993
 PF03505	PF00959
 PF03505	PF00822
 PF18322	PF00089
 PF03515	PF03515
 PF03515	PF03513
 PF03515	PF01024
 PF03515	PF11570
 PF03515	PF07676
 PF03515	PF00267
 PF03513	PF03513
 PF03513	PF09000
 PF16573	PF16575
 PF16575	PF06807
 PF16575	PF16575
 PF16575	PF04031
 PF10431	PF10431
 PF10431	PF00227
 PF02617	PF02617
 PF02617	PF02861
 PF02617	PF01547
 PF02861	PF02617
 PF02861	PF02861
 PF02861	PF01353
 PF02861	PF08668
 PF02861	PF05389
 PF00574	PF00574
 PF16526	PF16526
 PF02353	PF02353
 PF04989	PF04989
 PF02627	PF02627
 PF18456	PF12706
 PF12469	PF19021
 PF12469	PF18182
 PF19021	PF19021
 PF19021	PF03787
 PF07736	PF07736
 PF07736	PF03091
 PF07736	PF00994
 PF01817	PF01817
 PF01817	PF00793
 PF01817	PF01474
 PF05738	PF05738
 PF05738	PF17802
 PF12717	PF05786
 PF12717	PF02463
 PF12922	PF02463
 PF05786	PF05786
 PF05786	PF12719
 PF05786	PF13646
 PF05786	PF02463
 PF12719	PF12719
 PF05785	PF15962
 PF00027	PF00027
 PF00027	PF00325
 PF00027	PF12058
 PF00027	PF00563
 PF00027	PF13545
 PF00027	PF00520
 PF00027	PF08412
 PF00027	PF13426
 PF00027	PF00069
 PF01595	PF01595
 PF07989	PF07989
 PF16415	PF16415
 PF16415	PF00271
 PF16418	PF16418
 PF16418	PF16419
 PF16418	PF16417
 PF16419	PF16417
 PF05881	PF05881
 PF17839	PF00149
 PF15043	PF00959
 PF17524	PF04542
 PF17524	PF08281
 PF01110	PF01110
 PF16688	PF16688
 PF00795	PF00795
 PF00795	PF20154
 PF00795	PF02540
 PF00795	PF19018
 PF01121	PF01121
 PF01121	PF04229
 PF08764	PF08764
 PF08764	PF00089
 PF02035	PF02035
 PF07718	PF14806
 PF07718	PF04053
 PF04733	PF06957
 PF04053	PF14806
 PF04053	PF04053
 PF02629	PF02629
 PF02629	PF00549
 PF02629	PF06971
 PF13380	PF13380
 PF13380	PF19045
 PF13380	PF13607
 PF01144	PF01144
 PF02515	PF02515
 PF01122	PF01122
 PF01122	PF00431
 PF01122	PF14478
 PF01122	PF00057
 PF02572	PF02572
 PF02514	PF02514
 PF02514	PF11965
 PF06209	PF06209
 PF02283	PF02283
 PF02492	PF02492
 PF02492	PF01730
 PF07683	PF02492
 PF01923	PF01923
 PF01923	PF12723
 PF18537	PF03063
 PF06018	PF06018
 PF06018	PF08222
 PF16422	PF16422
 PF16422	PF01833
 PF16423	PF16423
 PF16423	PF01833
 PF00135	PF00135
 PF00135	PF07679
 PF00135	PF13927
 PF00135	PF02210
 PF00135	PF00086
 PF00135	PF07686
 PF01983	PF01983
 PF01933	PF01933
 PF19288	PF04055
 PF00241	PF00241
 PF00241	PF01115
 PF00241	PF07714
 PF00241	PF00855
 PF00963	PF00963
 PF00963	PF00404
 PF12765	PF04825
 PF10345	PF10345
 PF01410	PF01410
 PF01410	PF00431
 PF18496	PF01752
 PF01024	PF01024
 PF11429	PF09204
 PF11429	PF06958
 PF12106	PF12106
 PF12106	PF11480
 PF11504	PF07715
 PF11504	PF00593
 PF14859	PF14859
 PF14859	PF00111
 PF01320	PF01320
 PF01114	PF02740
 PF01114	PF00151
 PF02740	PF01477
 PF01391	PF01391
 PF05737	PF05737
 PF12904	PF12904
 PF12904	PF13204
 PF20010	PF20010
 PF07484	PF07484
 PF07484	PF14928
 PF16959	PF16959
 PF16959	PF01401
 PF16959	PF00209
 PF10719	PF10719
 PF11033	PF11033
 PF07258	PF07258
 PF02247	PF02247
 PF02247	PF02248
 PF02247	PF16845
 PF02248	PF02248
 PF11598	PF11598
 PF11546	PF11546
 PF11546	PF00089
 PF11546	PF00092
 PF00329	PF00346
 PF00329	PF05347
 PF00329	PF11432
 PF00329	PF04716
 PF00329	PF10664
 PF00329	PF11910
 PF00329	PF04800
 PF00329	PF01058
 PF00346	PF04716
 PF00346	PF00111
 PF00346	PF12838
 PF00346	PF13187
 PF00346	PF06212
 PF00346	PF10588
 PF00346	PF00146
 PF00346	PF11497
 PF00346	PF11623
 PF00346	PF00374
 PF00346	PF01058
 PF00346	PF10276
 PF01512	PF13510
 PF01512	PF13459
 PF01512	PF10589
 PF01512	PF15880
 PF01512	PF04800
 PF01512	PF10531
 PF05347	PF06455
 PF05347	PF08122
 PF05347	PF07225
 PF05347	PF00507
 PF05347	PF00550
 PF05347	PF00361
 PF05347	PF02410
 PF16732	PF16732
 PF16732	PF01547
 PF18710	PF18710
 PF18710	PF01381
 PF18710	PF13560
 PF06133	PF06133
 PF00668	PF00668
 PF00668	PF00551
 PF00668	PF03621
 PF00668	PF00067
 PF00668	PF00550
 PF00668	PF18563
 PF00029	PF00029
 PF03602	PF03602
 PF10133	PF10133
 PF08752	PF16381
 PF08752	PF04053
 PF04234	PF04234
 PF07970	PF07970
 PF07970	PF13850
 PF07002	PF07002
 PF06957	PF04733
 PF06957	PF04053
 PF11525	PF11525
 PF00127	PF00127
 PF00127	PF00394
 PF00127	PF07732
 PF00127	PF13442
 PF00127	PF06433
 PF00127	PF02975
 PF00127	PF00223
 PF00127	PF02507
 PF01218	PF01218
 PF05019	PF05019
 PF08511	PF08511
 PF16095	PF16095
 PF16095	PF07714
 PF16095	PF08477
 PF16095	PF19056
 PF04803	PF04803
 PF01544	PF01544
 PF03471	PF03471
 PF03311	PF03311
 PF03311	PF00060
 PF05213	PF05213
 PF09304	PF09304
 PF13657	PF13657
 PF13657	PF07804
 PF13657	PF01381
 PF02723	PF02723
 PF06471	PF06471
 PF06471	PF09401
 PF06471	PF08710
 PF06471	PF06478
 PF06460	PF06460
 PF06460	PF09401
 PF09401	PF09401
 PF19215	PF19215
 PF19215	PF19216
 PF19215	PF19219
 PF19216	PF19216
 PF19216	PF19219
 PF19219	PF19219
 PF19211	PF19211
 PF19218	PF19218
 PF16348	PF16348
 PF08716	PF08716
 PF08716	PF08717
 PF08716	PF00680
 PF08717	PF08717
 PF08717	PF06478
 PF08717	PF00680
 PF08710	PF08710
 PF08710	PF06478
 PF08710	PF00680
 PF00937	PF00937
 PF00937	PF07686
 PF08715	PF08715
 PF08715	PF00240
 PF06478	PF06478
 PF06478	PF00680
 PF01600	PF01600
 PF01600	PF19209
 PF01600	PF01601
 PF01600	PF11838
 PF01600	PF01401
 PF01600	PF07686
 PF19209	PF16451
 PF19209	PF09408
 PF19209	PF01601
 PF01601	PF16451
 PF01601	PF09408
 PF01601	PF01601
 PF01601	PF07686
 PF00115	PF00115
 PF00115	PF00116
 PF00115	PF09125
 PF00115	PF02790
 PF00115	PF00510
 PF00115	PF02936
 PF00115	PF03626
 PF00115	PF07835
 PF00115	PF01215
 PF00115	PF02046
 PF00115	PF02297
 PF00115	PF02238
 PF00115	PF05392
 PF00115	PF02935
 PF00115	PF02285
 PF00115	PF08113
 PF00115	PF06481
 PF00115	PF13442
 PF00115	PF00034
 PF00115	PF12270
 PF00115	PF06592
 PF00115	PF17174
 PF00115	PF02433
 PF00115	PF14715
 PF00115	PF07686
 PF00116	PF00116
 PF00116	PF02790
 PF00116	PF00510
 PF00116	PF02936
 PF00116	PF07835
 PF00116	PF02297
 PF00116	PF02937
 PF00116	PF08113
 PF00116	PF06481
 PF00116	PF13442
 PF00116	PF00034
 PF00116	PF12270
 PF00116	PF06592
 PF00116	PF18764
 PF00116	PF18793
 PF00116	PF08534
 PF00116	PF07686
 PF09125	PF08113
 PF02790	PF02936
 PF02790	PF02284
 PF02790	PF01215
 PF02790	PF02937
 PF02790	PF05392
 PF02790	PF06592
 PF02790	PF07686
 PF00510	PF03626
 PF00510	PF07835
 PF00510	PF01215
 PF00510	PF02046
 PF00510	PF02297
 PF00510	PF02238
 PF00510	PF00034
 PF00510	PF12270
 PF00510	PF04588
 PF02936	PF02284
 PF02936	PF01215
 PF02936	PF02937
 PF02936	PF05392
 PF02936	PF02285
 PF02936	PF00675
 PF02936	PF05193
 PF02284	PF01215
 PF02284	PF02937
 PF01215	PF01215
 PF01215	PF02046
 PF01215	PF02238
 PF02046	PF02046
 PF02046	PF02297
 PF02046	PF04588
 PF02297	PF02297
 PF02937	PF05392
 PF02238	PF02935
 PF02935	PF02238
 PF02935	PF02285
 PF06240	PF06240
 PF03450	PF00941
 PF03450	PF00111
 PF03450	PF01799
 PF03450	PF20256
 PF02552	PF02552
 PF02552	PF03063
 PF02672	PF02800
 PF02672	PF00044
 PF02672	PF00485
 PF04516	PF04516
 PF01383	PF00502
 PF07823	PF07823
 PF06206	PF06206
 PF08144	PF08144
 PF18695	PF01735
 PF00166	PF00166
 PF00166	PF00118
 PF00118	PF00118
 PF00118	PF02996
 PF00118	PF01920
 PF00118	PF00979
 PF14507	PF14506
 PF14506	PF14506
 PF02786	PF02786
 PF02786	PF02787
 PF02786	PF00988
 PF02786	PF00117
 PF02786	PF02142
 PF02787	PF02787
 PF02787	PF00988
 PF00988	PF00117
 PF11718	PF00753
 PF11718	PF16661
 PF03178	PF03178
 PF03178	PF10235
 PF03178	PF00888
 PF03178	PF14939
 PF03178	PF10172
 PF03178	PF04037
 PF03178	PF10357
 PF03178	PF02190
 PF03178	PF10433
 PF03178	PF03660
 PF03178	PF00069
 PF03178	PF00076
 PF03178	PF15805
 PF03178	PF11931
 PF03178	PF07189
 PF03178	PF14313
 PF03178	PF00400
 PF03178	PF03226
 PF03178	PF00642
 PF03178	PF15663
 PF17515	PF17515
 PF16527	PF16527
 PF10147	PF10244
 PF10147	PF00471
 PF10147	PF00573
 PF00650	PF00650
 PF00650	PF03765
 PF13716	PF13716
 PF03765	PF03765
 PF02537	PF02537
 PF02537	PF00041
 PF01321	PF01321
 PF01321	PF16189
 PF01321	PF00557
 PF16189	PF00557
 PF02633	PF02633
 PF09030	PF10401
 PF09030	PF08815
 PF09030	PF08563
 PF09030	PF01547
 PF09030	PF18521
 PF11520	PF11520
 PF16566	PF16566
 PF00473	PF02793
 PF16978	PF08771
 PF16978	PF00454
 PF10235	PF04037
 PF10235	PF03660
 PF10235	PF13920
 PF08562	PF08562
 PF08798	PF09344
 PF08798	PF08798
 PF08798	PF09485
 PF09827	PF01867
 PF09827	PF09827
 PF09827	PF17375
 PF09827	PF01378
 PF09827	PF00078
 PF10040	PF17952
 PF10040	PF10040
 PF10040	PF19308
 PF18061	PF18070
 PF09481	PF09704
 PF09481	PF09344
 PF09481	PF09481
 PF09481	PF09485
 PF09481	PF18019
 PF09485	PF09704
 PF09485	PF09344
 PF09485	PF08798
 PF09485	PF09485
 PF07417	PF07417
 PF07417	PF00140
 PF08767	PF08767
 PF08767	PF18784
 PF08767	PF03810
 PF08767	PF18617
 PF08767	PF00638
 PF08767	PF00071
 PF08767	PF13416
 PF08767	PF08389
 PF18777	PF18784
 PF18777	PF00071
 PF18784	PF18787
 PF18784	PF00071
 PF09048	PF09048
 PF00325	PF00027
 PF08762	PF11492
 PF08762	PF00073
 PF01985	PF01985
 PF08627	PF07686
 PF07143	PF07143
 PF07143	PF17186
 PF01147	PF01147
 PF17997	PF17997
 PF00030	PF00030
 PF00525	PF00525
 PF00525	PF00011
 PF08964	PF08964
 PF08964	PF14564
 PF04969	PF04969
 PF04969	PF00970
 PF04969	PF02518
 PF00313	PF00313
 PF00313	PF00076
 PF00313	PF00098
 PF17876	PF08206
 PF17876	PF00773
 PF18059	PF19425
 PF18059	PF01551
 PF19425	PF19425
 PF19425	PF04225
 PF19425	PF01551
 PF08506	PF01749
 PF08506	PF00071
 PF05337	PF05337
 PF05337	PF00047
 PF10614	PF10614
 PF10614	PF03783
 PF03783	PF03783
 PF18651	PF18651
 PF08943	PF08943
 PF12539	PF12539
 PF12539	PF18504
 PF12539	PF10434
 PF18211	PF01966
 PF18504	PF18504
 PF18504	PF10422
 PF16834	PF16836
 PF03750	PF03750
 PF03750	PF03787
 PF17953	PF17953
 PF17953	PF03787
 PF18420	PF18323
 PF18420	PF18392
 PF18420	PF01398
 PF18420	PF13012
 PF18420	PF01399
 PF18323	PF18323
 PF18323	PF18392
 PF18323	PF10075
 PF18323	PF01398
 PF18323	PF13012
 PF18392	PF10075
 PF18392	PF13012
 PF10075	PF10075
 PF10075	PF13012
 PF10075	PF10255
 PF10075	PF01399
 PF10075	PF08375
 PF10075	PF18261
 PF08936	PF08936
 PF18425	PF00082
 PF02599	PF02599
 PF02599	PF02623
 PF16831	PF16831
 PF06002	PF06002
 PF15489	PF15489
 PF15489	PF09170
 PF15489	PF01336
 PF09696	PF09724
 PF09696	PF00136
 PF09696	PF03104
 PF10482	PF10482
 PF12350	PF00134
 PF12350	PF00069
 PF10607	PF10607
 PF10607	PF08513
 PF08216	PF08216
 PF01982	PF13545
 PF06418	PF06418
 PF06418	PF00117
 PF01148	PF01148
 PF02348	PF02348
 PF01467	PF01467
 PF01467	PF00293
 PF05848	PF17727
 PF17727	PF17727
 PF16710	PF16710
 PF16710	PF06519
 PF02626	PF02626
 PF02626	PF02682
 PF02682	PF02682
 PF00394	PF00394
 PF00394	PF07731
 PF00394	PF07732
 PF00394	PF13442
 PF07731	PF07731
 PF07731	PF07732
 PF07731	PF00754
 PF07731	PF02201
 PF07732	PF07732
 PF07732	PF13473
 PF07732	PF13442
 PF07732	PF00754
 PF02578	PF02578
 PF01082	PF01082
 PF03712	PF01082
 PF03712	PF03351
 PF00431	PF00431
 PF00431	PF14478
 PF00431	PF07645
 PF00431	PF00754
 PF00431	PF14670
 PF00431	PF00051
 PF00431	PF01403
 PF00431	PF00084
 PF00431	PF07686
 PF00431	PF01822
 PF18631	PF18631
 PF03263	PF03263
 PF00760	PF00760
 PF02845	PF00240
 PF18499	PF00179
 PF00888	PF00888
 PF00888	PF10557
 PF00888	PF12937
 PF00888	PF08568
 PF00888	PF10433
 PF00888	PF03931
 PF00888	PF07525
 PF00888	PF08623
 PF00888	PF00240
 PF00888	PF12755
 PF00888	PF17211
 PF00888	PF00559
 PF00888	PF12861
 PF00888	PF12678
 PF03556	PF03556
 PF03556	PF10557
 PF10557	PF03556
 PF10557	PF01485
 PF10557	PF01398
 PF10557	PF00240
 PF10557	PF00179
 PF10557	PF12678
 PF00190	PF00190
 PF00190	PF07883
 PF07883	PF07883
 PF07883	PF05899
 PF05899	PF05899
 PF06172	PF06172
 PF12973	PF12973
 PF12973	PF04542
 PF13621	PF13621
 PF13621	PF08778
 PF13621	PF01547
 PF13473	PF13473
 PF13473	PF18764
 PF13473	PF18793
 PF00529	PF00529
 PF00529	PF02321
 PF02376	PF00046
 PF08559	PF08559
 PF03091	PF03091
 PF03932	PF03932
 PF01083	PF01083
 PF16557	PF16534
 PF01179	PF01179
 PF01179	PF07833
 PF01179	PF02727
 PF01179	PF02728
 PF01179	PF09248
 PF07833	PF07833
 PF02727	PF02727
 PF02727	PF02728
 PF02727	PF09248
 PF02728	PF02728
 PF18252	PF18252
 PF02298	PF02298
 PF08881	PF08881
 PF08312	PF03764
 PF04677	PF04676
 PF04677	PF12134
 PF04676	PF10597
 PF04676	PF10596
 PF04889	PF04889
 PF04889	PF16004
 PF04889	PF08083
 PF04889	PF10598
 PF04889	PF02731
 PF04889	PF00400
 PF08230	PF08230
 PF04122	PF04122
 PF12109	PF00048
 PF05907	PF05907
 PF02560	PF02560
 PF05328	PF00890
 PF05328	PF13534
 PF05328	PF01127
 PF05328	PF02466
 PF05328	PF02953
 PF09087	PF09087
 PF04199	PF04199
 PF08613	PF08613
 PF08613	PF00069
 PF02984	PF02984
 PF02984	PF00134
 PF02984	PF00069
 PF16899	PF00134
 PF16899	PF00069
 PF00134	PF00134
 PF00134	PF09241
 PF00134	PF09080
 PF00134	PF00069
 PF00134	PF00539
 PF04126	PF04126
 PF16941	PF16941
 PF06646	PF06646
 PF05865	PF05865
 PF07159	PF05994
 PF18638	PF18638
 PF18638	PF18515
 PF18638	PF07686
 PF10414	PF14824
 PF10414	PF00590
 PF00031	PF00031
 PF00031	PF01353
 PF00031	PF00509
 PF00031	PF00112
 PF00031	PF01650
 PF00007	PF00007
 PF00007	PF01392
 PF00007	PF00236
 PF00007	PF13306
 PF00007	PF07686
 PF01053	PF01053
 PF00173	PF00173
 PF00173	PF00226
 PF00173	PF01070
 PF00173	PF00160
 PF00173	PF06098
 PF00173	PF07686
 PF01928	PF01928
 PF02224	PF02224
 PF13189	PF13189
 PF10643	PF10643
 PF00033	PF00033
 PF00033	PF02529
 PF00033	PF03742
 PF00033	PF09796
 PF00033	PF00355
 PF00033	PF02939
 PF00033	PF02271
 PF00033	PF10399
 PF00033	PF02921
 PF13435	PF11783
 PF13435	PF13447
 PF14522	PF14522
 PF14522	PF12838
 PF14522	PF03916
 PF13442	PF13442
 PF13442	PF02913
 PF13442	PF01565
 PF13442	PF02433
 PF13442	PF03404
 PF13442	PF13447
 PF13442	PF00174
 PF13442	PF13360
 PF13442	PF19297
 PF13442	PF00355
 PF16694	PF16694
 PF00283	PF00283
 PF00283	PF00124
 PF00283	PF01788
 PF00283	PF06298
 PF00284	PF14495
 PF00284	PF00124
 PF00284	PF00737
 PF03188	PF03188
 PF07361	PF07361
 PF07361	PF01534
 PF07361	PF01392
 PF07361	PF01353
 PF07361	PF07686
 PF00032	PF00033
 PF00032	PF00032
 PF00032	PF02167
 PF00032	PF02529
 PF00032	PF00355
 PF00032	PF02939
 PF00032	PF02271
 PF13631	PF13442
 PF13631	PF13631
 PF13631	PF19297
 PF13631	PF00355
 PF00034	PF00033
 PF00034	PF13442
 PF00034	PF00034
 PF00034	PF02167
 PF00034	PF09242
 PF00034	PF00111
 PF00034	PF13370
 PF00034	PF13187
 PF00034	PF13447
 PF00034	PF00141
 PF00034	PF00124
 PF00034	PF07992
 PF00034	PF19297
 PF00034	PF00355
 PF00034	PF07686
 PF00034	PF00400
 PF02167	PF00033
 PF02167	PF02167
 PF02167	PF09796
 PF02167	PF00355
 PF02167	PF02939
 PF02167	PF10399
 PF02167	PF02320
 PF02167	PF02921
 PF02167	PF05365
 PF14537	PF14537
 PF14537	PF00890
 PF14495	PF14495
 PF14495	PF00124
 PF14495	PF01788
 PF14495	PF06514
 PF14495	PF00421
 PF02335	PF13435
 PF02335	PF14522
 PF02335	PF02335
 PF02335	PF03264
 PF02085	PF14522
 PF02085	PF13442
 PF02085	PF02085
 PF02085	PF13187
 PF01322	PF13442
 PF01322	PF01322
 PF02239	PF13442
 PF02239	PF02239
 PF03264	PF14522
 PF03264	PF03264
 PF02276	PF02276
 PF02276	PF01355
 PF02276	PF00556
 PF02276	PF00124
 PF02276	PF03967
 PF09265	PF09265
 PF09265	PF01565
 PF01801	PF11668
 PF01801	PF02489
 PF01801	PF07982
 PF01801	PF07686
 PF05963	PF00129
 PF09000	PF00164
 PF10890	PF00032
 PF10890	PF02167
 PF10890	PF05193
 PF10890	PF02271
 PF10890	PF02320
 PF10890	PF02921
 PF01654	PF01654
 PF01654	PF02322
 PF01654	PF08173
 PF16986	PF16986
 PF09719	PF09719
 PF17538	PF17538
 PF14031	PF14031
 PF07065	PF07065
 PF07065	PF09173
 PF07876	PF07876
 PF02457	PF02457
 PF02457	PF10635
 PF02457	PF10372
 PF02109	PF03345
 PF02109	PF05817
 PF02109	PF02516
 PF00781	PF00781
 PF00781	PF10171
 PF00781	PF19279
 PF00781	PF02953
 PF01219	PF01219
 PF18152	PF18152
 PF18152	PF00793
 PF00793	PF00793
 PF01474	PF01474
 PF02733	PF02733
 PF02733	PF02734
 PF02734	PF03610
 PF02734	PF00989
 PF07478	PF07478
 PF07478	PF01820
 PF01820	PF01820
 PF05746	PF05746
 PF05746	PF00750
 PF09190	PF01406
 PF03045	PF03045
 PF03045	PF00019
 PF01266	PF01266
 PF01266	PF16901
 PF01266	PF16350
 PF01266	PF13510
 PF01266	PF01571
 PF01266	PF08669
 PF01266	PF05430
 PF01266	PF07992
 PF01266	PF04267
 PF01266	PF17806
 PF16901	PF16901
 PF10236	PF00177
 PF10236	PF00380
 PF05173	PF05173
 PF05173	PF01113
 PF01113	PF01113
 PF01113	PF02800
 PF16654	PF01113
 PF16654	PF16654
 PF16654	PF01408
 PF18089	PF18089
 PF08503	PF08503
 PF19328	PF01113
 PF19328	PF19328
 PF01678	PF01678
